site,url,status,html_lang,bytes,evidence,title_count,title,description,canonical,source_hreflang_count,code_widget_count,jsonld_parse_errors
kr,https://beautyblossom.kr/120,200,ko,739435,pages\kr\bf17eed43dd8899b.json,1,홍대 리즈네 | 홍대 스킨부스터 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대리즈네, 합정리즈네, 리즈네, 스킨부스터, 피부재생, 수분개선, 피부탄력, 피부결개선, 홍대피부과",https://beautyblossom.kr/120,0,6,0
kr,https://beautyblossom.kr/121,200,ko,739683,pages\kr\35a8b6ac65db6392.json,1,홍대 물광주사 | 홍대 수분주사 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대물광주사, 홍대수분주사, 합정물광주사, 물광주사, 수분주사, 물광피부, 피부윤기, 건조피부, 피부결개선, 홍대피부과",https://beautyblossom.kr/121,0,6,0
kr,https://beautyblossom.kr/122,200,ko,745994,pages\kr\0c6d1ceba558eaab.json,1,홍대 레디어스 | 홍대 볼륨리프팅 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대레디어스, 합정레디어스, 레디어스, 콜라겐부스터, 볼륨리프팅, 콜라겐생성, 피부탄력, 볼륨개선, 홍대피부과",https://beautyblossom.kr/122,0,6,0
kr,https://beautyblossom.kr/123,200,ko,710445,pages\kr\805903a1e487c5e5.json,1,홍대 필로가 | 홍대 스킨부스터 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대필로가, 합정필로가, 필로가, 스킨부스터, 피부재생, 수분개선, 피부탄력, 피부결개선, 영양주사, 홍대피부과",https://beautyblossom.kr/123,0,7,0
kr,https://beautyblossom.kr/124,200,ko,659517,pages\kr\a28a59c38b79bcc7.json,1,홍대 점제거 | 홍대 점빼기 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대점제거, 홍대점빼기, 합정점제거, 레이저점제거, 사마귀제거, 쥐젖제거, 점제거비용, 점제거피부과, 홍대피부과",https://beautyblossom.kr/124,0,6,0
kr,https://beautyblossom.kr/125,200,ko,716393,pages\kr\3e338703e9384c23.json,1,홍대 다이어트 | 홍대 비만치료 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대다이어트, 홍대비만치료, 합정다이어트, 위고비, 마운자로, 삭센다, 다이어트주사, 체중감량, 식욕억제제, 비만약처방, 홍대피부과",https://beautyblossom.kr/125,0,6,0
kr,https://beautyblossom.kr/126,200,ko,650844,pages\kr\a37ba70bcfd43f42.json,1,홍대 수액 | 홍대 영양수액 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대수액, 홍대영양수액, 합정수액, 피로회복주사, 비타민수액, 면역력주사, 감기수액, 백옥주사, 신데렐라주사, 홍대피부과",https://beautyblossom.kr/126,0,6,0
kr,https://beautyblossom.kr/127,200,ko,679216,pages\kr\832b4cc513bf5668.json,1,홍대 수면마취 | 홍대 수면시술 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대수면마취, 홍대수면시술, 합정수면마취, 수면마취피부과, 무통시술, 수면리프팅, 편안한시술, 통증없는시술, 홍대피부과",https://beautyblossom.kr/127,0,6,0
kr,https://beautyblossom.kr/129,200,ko,697282,pages\kr\ed02bbbdb0a3b2e4.json,2,홍대 물톡스ㅣ홍대 스킨보톡스ㅣ뷰티블라썸의원 | 모던 카드 디자인,"홍대입구역 9번출구, 합정역 3번출구, 홍대물톡스, 홍대스킨보톡스, 합정물톡스, 물톡스, 스킨보톡스, 모공축소, 피지조절, 피부결개선, 유분관리, 홍대피부과",https://beautyblossom.kr/129,0,6,0
kr,https://beautyblossom.kr/130,200,ko,725781,pages\kr\bcf640b6c09f4523.json,2,홍대 연예인필러ㅣ홍대 볼륨필러ㅣ뷰티블라썸의원 | 피부 시술 비교 테이블,"홍대입구역 9번출구, 합정역 3번출구, 홍대연예인필러, 홍대볼륨필러, 합정필러, 뉴연예인필, 얼굴볼륨, 윤곽필러, 볼필러, 이마필러, 턱필러, 홍대피부과",https://beautyblossom.kr/130,0,6,0
kr,https://beautyblossom.kr/131,200,ko,877368,pages\kr\547696d2d06467d3.json,6,홍대 가스마취ㅣ홍대 웃음가스마취ㅣ뷰티블라썸의원 | 비수면 가스마취 혜택 | Porter 웃음 진정기 특징 | 비수면 가스마취 혜택 | 수면마취와 비수면 가스마취 비교 | 가스마취 종류 비교,"홍대입구역 9번출구, 합정역 3번출구, 홍대가스마취, 홍대웃음가스, 합정가스마취, 비수면마취, 웃음가스마취, 진정마취, 무통시술, 통증완화, 빠른회복, 홍대피부과",https://beautyblossom.kr/131,0,8,0
kr,https://beautyblossom.kr/132,200,ko,862680,pages\kr\c21d6b24281be2b6.json,5,홍대 피부진단 | 홍대 피부분석 | 뷰티블라썸의원 | AI 빅데이터 분석 - 피부 진단 시스템 | EVE V MUSE 리포트 안내 | 피부 분석 솔루션 | 진료 과정,"홍대입구역 9번출구, 합정역 3번출구, 홍대피부진단, 홍대피부분석, 합정피부진단, 3D피부진단기, 피부상태분석, 모공진단, 색소진단, 주름분석, 맞춤피부관리, 홍대피부과 | AI 빅데이터 분석, 3D 고해상도 이미지, 개인별 맞춤 리포트, 전후 비교, 진단 결과 자동 기록 기능 | 글래스모피즘 피부 분석 솔루션",https://beautyblossom.kr/132,0,8,0
kr,https://beautyblossom.kr/139,200,ko,1095962,pages\kr\733215157202804c.json,9,홍대 소프웨이브 | 홍대 소프웨이브리프팅 | 뷰티블라썸의원 | 소프웨이브 시술 정보 | 시술 전후 비교 | 시술 전후 비교 | 시술 전후 비교 | 시술 전후 비교 | 시술 전후 비교 | 시술 전후 비교 | 시술 전후 비교,"홍대입구역 9번출구, 합정역 3번출구, 홍대소프웨이브, 합정소프웨이브, 소프웨이브리프팅, 초음파리프팅, 피부탄력, 주름개선, 콜라겐생성, 홍대피부과",https://beautyblossom.kr/139,0,16,0
kr,https://beautyblossom.kr/140,200,ko,946396,pages\kr\937d12917d59e54a.json,8,홍대 스컬트라 | 홍대 콜라겐주사 | 뷰티블라썸의원 | 스컬트라 효과 | 비메오 영상 - 수정됨 | 스컬트라 텍스트 박스 | 비메오 영상 1 | 스컬트라 vs 필러 비교 | 스컬트라 FAQ - 자주 묻는 질문 | 스컬트라 시술 정보,"홍대입구역 9번출구, 합정역 3번출구, 홍대스컬트라, 홍대콜라겐주사, 합정스컬트라, 스컬트라리프팅, 콜라겐생성, 볼륨개선, 피부탄력, 동안주사, 홍대피부과 | 스컬트라 시술에 대한 자주 묻는 질문과 답변. 시술 횟수, 효과, 부작용, 적합한 대상 등에 대한 전문적인 정보를 확인하세요.",https://beautyblossom.kr/140,0,13,0
kr,https://beautyblossom.kr/141,200,ko,932238,pages\kr\09f46f6b5af50406.json,6,홍대 LDM | 홍대 물방울리프팅 | 뷰티블라썸의원 | 스컬트라 텍스트 박스 | Thermage Features | 스킨케어 프로그램 - 주름 타이트닝 리프팅 여드름 민감성 피부 치료 | 피부 관리 솔루션 | 수술 후 주의사항,"홍대입구역 9번출구, 합정역 3번출구, 홍대LDM, 홍대물방울리프팅, 합정LDM, LDM리프팅, 피부탄력, 피부재생, 피부진정, 수분관리, 민감성피부, 홍대피부과 | 전문 스킨케어 프로그램 A1-A13: 주름 타이트닝 리프팅, 피부 재생 안티에이징, 민감성 피부, 여드름 치료, 시술 후 케어까지 맞춤형 솔루션 | 피부 관리 솔루션 - 미백, 재생, 타이트닝, 여드름, 피부장벽개선, 리프팅 | 수술 후 주의사항 - 운동, 항생제 복용, 정액검사, 소독, 피임 관련 안내",https://beautyblossom.kr/141,0,11,0
kr,https://beautyblossom.kr/142,200,ko,837757,pages\kr\4af4360cfb55f5f9.json,3,홍대 어깨필러 | 홍대 직각어깨 | 뷰티블라썸의원 | 어깨필러 vs 보톡스 | 스컬트라 FAQ - 자주 묻는 질문,"홍대입구역 9번출구, 합정역 3번출구, 홍대어깨필러, 합정어깨필러, 직각어깨, 쇄골필러, 목선교정, 어깨라인, 바디필러, 홍대피부과 | 어깨필러와 보톡스의 차이점 비교 | 스컬트라 시술에 대한 자주 묻는 질문과 답변. 시술 횟수, 효과, 부작용, 적합한 대상 등에 대한 전문적인 정보를 확인하세요.",https://beautyblossom.kr/142,0,11,0
kr,https://beautyblossom.kr/143,200,ko,951557,pages\kr\3794661f5395c8ce.json,3,합정 Eve V 피부진단 | 3D 피부분석 · 맞춤 진단 | 뷰티블라썸 | 피부 분석 시스템 | 3D 피부 진단 혜택,합정역 바로 앞 뷰티블라썸피부과의 Eve V 피부진단기는 3D 촬영을 통해 모공·주름·색소·탄력 등 피부 상태를 정밀하게 분석하는 첨단 피부분석 시스템입니다. 객관적인 진단 데이터를 바탕으로 개인 피부에 맞춘 맞춤 시술과 관리 방향을 설계합니다.,https://beautyblossom.kr/143,0,4,0
kr,https://beautyblossom.kr/149,200,ko,352595,pages\kr\a72b5fe2f647d49b.json,1,홍대피부과ㅣ합정피부과ㅣ뷰티블라썸의원,"홍대피부과, 합정피부과, 홍대보톡스, 홍대필러, 홍대리프팅, 홍대울쎄라, 홍대써마지, 홍대리쥬란, 홍대스킨부스터, 홍대뷰티블라썸, 홍대피부관리",https://beautyblossom.kr/149,0,0,0
kr,https://beautyblossom.kr/152,200,ko,385785,pages\kr\2db4896956211c73.json,1,홍대피부과 장비소개ㅣ정품장비 보유ㅣ뷰티블라썸의원,"대입구역 9번출구, 합정역 3번출구, 홍대피부과, 합정피부과, 울쎄라, 써마지, 소프웨이브, 포텐자, 덴서티, 리니어지, 인모드, 온다, 정품장비, 뷰티블라썸의원",https://beautyblossom.kr/152,0,1,0
kr,https://beautyblossom.kr/153,200,ko,377897,pages\kr\73d63e33d035d019.json,1,홍대 덴서티 | 홍대 고주파리프팅 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대덴서티, 홍대고주파리프팅, 합정덴서티, 덴서티리프팅, 듀얼고주파, 피부탄력, 처짐개선, 리프팅레이저, 홍대피부과",https://beautyblossom.kr/153,0,2,0
kr,https://beautyblossom.kr/154,200,ko,390510,pages\kr\df63c3a5635a2dcf.json,1,홍대 리니어지 | 홍대 하이푸리프팅 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대리니어지, 홍대하이푸, 합정리니어지, 리니어지리프팅, HIFU리프팅, 초음파리프팅, 듀얼리프팅, 피부탄력, 홍대피부과",https://beautyblossom.kr/154,0,2,0
kr,https://beautyblossom.kr/155,200,ko,418560,pages\kr\ba37e2e2e611e28d.json,1,홍대 세르프 XERF |고주파리프팅 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대세르프, 홍대모노폴라RF, 홍대고주파리프팅, 합정세르프, 합정고주파, 세르프XERF, 듀얼주파수RF, 스킨핏팅고주파, 뷰티블라썸의원",https://beautyblossom.kr/155,0,2,0
kr,https://beautyblossom.kr/16,200,ko,302831,pages\kr\3406660efbcccba2.json,1,홍대피부과ㅣ합정피부과ㅣ뷰티블라썸의원 소개,"홍대입구역 9번출구, 합정역 3번출구, 홍대피부과, 합정피부과, 뷰티블라썸의원, 의료진소개, 보유장비, 오시는길, 진료시간, 합정역피부과, 홍대입구역피부과, 홍대피부과추천",https://beautyblossom.kr/16,0,0,0
kr,https://beautyblossom.kr/17,200,ko,770452,pages\kr\c8480570df89cf7f.json,1,뷰티블라썸의원 소개ㅣ홍대 합정 피부과ㅣ정품 맞춤시술,"홍대입구역 9번출구, 합정역 3번출구, 홍대피부과, 합정피부과, 뷰티블라썸의원, 정품장비, 맞춤시술, 프리미엄피부과, 홍대피부과추천, 합정역피부과, 홍대입구역피부과",https://beautyblossom.kr/17,0,1,0
kr,https://beautyblossom.kr/18,200,ko,1001622,pages\kr\02baba08eb79f128.json,1,홍대피부과 의료진ㅣ합정피부과ㅣ뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대피부과, 합정피부과, 의료진소개, 1:1맞춤진료, 직접시술, 경험많은의료진, 뷰티블라썸의원, 홍대피부과추천",https://beautyblossom.kr/18,0,1,0
kr,https://beautyblossom.kr/19,200,ko,530275,pages\kr\df2ade34b07f2b98.json,1,홍대피부과 오시는길ㅣ합정역 3번출구 1분ㅣ뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대피부과, 합정피부과, 마포구양화로66, 메디원메디컬센터, 합정역피부과, 홍대입구역피부과, 진료시간, 뷰티블라썸의원",https://beautyblossom.kr/19,0,2,0
kr,https://beautyblossom.kr/20,200,ko,502040,pages\kr\e509fac6203d31be.json,1,홍대피부과 공지사항ㅣ뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대피부과, 합정피부과, 뷰티블라썸의원, 공지사항, 진료안내, 휴진안내",https://beautyblossom.kr/20,0,0,0
kr,https://beautyblossom.kr/22,200,ko,502741,pages\kr\b7afb6dcbf4048d2.json,1,홍대피부과 이벤트ㅣ시술할인ㅣ뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대피부과, 합정피부과, 피부과이벤트, 시술할인, 보톡스이벤트, 필러이벤트, 리프팅이벤트, 뷰티블라썸의원",https://beautyblossom.kr/22,0,1,0
kr,https://beautyblossom.kr/24,200,ko,477216,pages\kr\7f7d1d6d6b3dbd07.json,1,홍대피부과 신규시술ㅣ뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대피부과, 합정피부과, 신규시술, 최신시술, 뷰티블라썸의원",https://beautyblossom.kr/24,0,0,0
kr,https://beautyblossom.kr/25,200,ko,544021,pages\kr\763549be7bec2e0b.json,1,홍대피부과 전후사진ㅣ시술결과ㅣ뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대피부과, 합정피부과, 전후사진, 시술전후, 보톡스전후, 리프팅전후, 뷰티블라썸의원",https://beautyblossom.kr/25,0,1,0
kr,https://beautyblossom.kr/26,200,ko,506921,pages\kr\d802bfbbad463e8e.json,1,홍대피부과 시술후기ㅣ리얼후기ㅣ뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대피부과, 합정피부과, 시술후기, 리얼후기, 보톡스후기, 필러후기, 리프팅후기, 뷰티블라썸의원",https://beautyblossom.kr/26,0,0,0
kr,https://beautyblossom.kr/27,200,ko,302783,pages\kr\0f1db5180e0ea69b.json,1,홍대 쁘띠시술ㅣ홍대 보톡스필러ㅣ뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대쁘띠시술, 홍대보톡스, 홍대필러, 합정보톡스, 합정필러, 스킨보톡스, 윤곽주사, 조각주사, 코필러, 입술필러, 홍대피부과",https://beautyblossom.kr/27,0,0,0
kr,https://beautyblossom.kr/28,200,ko,719051,pages\kr\aeef7ba2a75b749a.json,2,홍대 보톡스 | 홍대 스킨보톡스 | 뷰티블라썸의원 | 보톡스 시술 부위,"홍대입구역 9번출구, 합정역 3번출구, 홍대보톡스, 홍대스킨보톡스, 합정보톡스, 이마보톡스, 미간보톡스, 눈가보톡스, 턱보톡스, 윤곽보톡스, 사각턱보톡스, 정품보톡스, 앨러간보톡스, 제오민, 홍대피부과",https://beautyblossom.kr/28,0,6,0
kr,https://beautyblossom.kr/29,200,ko,712429,pages\kr\f3aa6ef68c84354c.json,1,홍대 필러 | 홍대 입술필러 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대필러, 합정필러, 입술필러, 팔자필러, 볼필러, 턱필러, 코필러, 이마필러, 정품필러, 홍대피부과",https://beautyblossom.kr/29,0,5,0
kr,https://beautyblossom.kr/30,200,ko,633435,pages\kr\b91ad4a887f1c94b.json,1,홍대 다크서클 | 홍대 눈밑주사 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대다크서클, 홍대눈밑주사, 합정다크서클, 합정눈밑주사, 눈밑꺼짐, 눈가피로개선, 다크서클주사, 아이리셋주사, 홍대피부과",https://beautyblossom.kr/30,0,4,0
kr,https://beautyblossom.kr/31,200,ko,683961,pages\kr\556c48206007c0b0.json,1,홍대 눈가리프팅 | 홍대 눈밑탄력 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대눈가리프팅, 홍대눈밑탄력, 합정눈가리프팅, 눈가주름, 눈밑처짐, 눈가탄력, 눈밑볼륨, 아이업패키지, 홍대피부과",https://beautyblossom.kr/31,0,5,0
kr,https://beautyblossom.kr/32,200,ko,671847,pages\kr\ffce359d028a3876.json,1,홍대 주름제거 | 홍대 주름시술 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대주름제거, 홍대주름시술, 합정주름제거, 이마주름, 팔자주름, 미간주름, 목주름, 잔주름개선, 주름지우개, 홍대피부과",https://beautyblossom.kr/32,0,4,0
kr,https://beautyblossom.kr/33,200,ko,803191,pages\kr\cdd0a27f2cc76cd6.json,1,홍대 코필러 | 홍대 코실리프팅 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대코필러, 홍대코실리프팅, 합정코필러, 코끝성형, 콧대필러, 코라인교정, 미쥬코, 홍대피부과",https://beautyblossom.kr/33,0,7,0
kr,https://beautyblossom.kr/34,200,ko,646355,pages\kr\a6f07f674982fb57.json,1,홍대 스킨부스터ㅣ홍대 피부재생ㅣ뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대스킨부스터, 홍대피부재생, 합정스킨부스터, 리쥬란, 쥬베룩, 스컬트라, 물광주사, 엑소힐러, 연어주사, 홍대피부과",https://beautyblossom.kr/34,0,2,0
kr,https://beautyblossom.kr/35,200,ko,727825,pages\kr\af16cd45a9cbde32.json,1,홍대 지방분해주사 | 홍대 체형관리 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대지방분해주사, 홍대체형관리, 합정지방분해주사, 바디라인, 복부지방, 팔뚝살, 허벅지살, 뷰티핏주사, 블라썸핏주사, 홍대피부과",https://beautyblossom.kr/35,0,4,0
kr,https://beautyblossom.kr/36,200,ko,671927,pages\kr\b256376747b62bde.json,1,홍대 조각주사 | 홍대 윤곽주사 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대조각주사, 홍대윤곽주사, 합정조각주사, 얼굴윤곽, 턱라인, 이중턱, 볼살, 지방분해, 브이라인, 홍대피부과",https://beautyblossom.kr/36,0,4,0
kr,https://beautyblossom.kr/37,200,ko,679114,pages\kr\668fb77cda80c123.json,1,홍대 필러녹이기 | 홍대 필러제거 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대필러녹이기, 홍대필러제거, 합정필러녹이기, 필러녹이는주사, 필러부작용, 필러뭉침, 히알루론, 필러교정, 홍대피부과",https://beautyblossom.kr/37,0,5,0
kr,https://beautyblossom.kr/39,200,ko,777387,pages\kr\4e2128de322e3dc9.json,3,홍대 리프팅 | 홍대 맞춤리프팅 | 뷰티블라썸의원 | 퍼스널 레이어드 리프팅 | 의료장비 전문 솔루션,"홍대입구역 9번출구, 합정역 3번출구, 홍대리프팅, 홍대맞춤리프팅, 합정리프팅, 소프웨이브, 써마지, 울쎄라, 온다, 피부탄력, 처짐개선, 퍼스널레이어드리프팅, 홍대피부과 | 프리미엄 의료장비 솔루션을 제공합니다.",https://beautyblossom.kr/39,0,5,0
kr,https://beautyblossom.kr/40,200,ko,996024,pages\kr\052b90e89d3eea06.json,1,홍대 울쎄라프라임 | 홍대 리프팅 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대울쎄라프라임, 합정울쎄라프라임, 울쎄라피프라임, 초음파리프팅, 페이스리프팅, 턱선리프팅, 피부탄력, 처짐개선, 홍대피부과",https://beautyblossom.kr/40,0,9,0
kr,https://beautyblossom.kr/400,200,ko,710331,pages\kr\af02e0d91e0391f4.json,1,홍대 울쎄라 | 홍대 초음파리프팅 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대울쎄라, 홍대초음파리프팅, 합정울쎄라, 울쎄라리프팅, 울쎄라프라임, SMAS리프팅, 피부탄력, 처짐개선, 홍대피부과",https://beautyblossom.kr/400,0,4,0
kr,https://beautyblossom.kr/41,200,ko,1123644,pages\kr\2b9108c1d269764d.json,1,홍대 써마지 | 홍대 써마지FLX | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대써마지, 홍대써마지FLX, 합정써마지, 써마지리프팅, 고주파리프팅, 피부탄력, 콜라겐리프팅, 정품써마지, 홍대피부과",https://beautyblossom.kr/41,0,11,0
kr,https://beautyblossom.kr/42,200,ko,733252,pages\kr\2945f2051fc75657.json,1,홍대 온다 | 홍대 온다리프팅 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대온다, 홍대온다리프팅, 합정온다, 온다리프팅, 마이크로웨이브, 바디리프팅, 지방감소, 턱선리프팅, 이중턱, 홍대피부과",https://beautyblossom.kr/42,0,5,0
kr,https://beautyblossom.kr/43,200,ko,702276,pages\kr\1e5dc0aed05475b4.json,1,홍대 인모드 | 홍대 인모드리프팅 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대인모드, 홍대인모드리프팅, 합정인모드, 인모드리프팅, 고주파리프팅, 지방리프팅, 비수술리프팅, 턱선탄력, 홍대피부과",https://beautyblossom.kr/43,0,5,0
kr,https://beautyblossom.kr/44,200,ko,823606,pages\kr\83f87d8e23dc1e65.json,1,홍대 슈링크 | 홍대 슈링크유니버스 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대슈링크, 홍대슈링크유니버스, 합정슈링크, 슈링크리프팅, 초음파리프팅, 피부타이트닝, 얼굴탄력, 처짐개선, 홍대피부과",https://beautyblossom.kr/44,0,4,0
kr,https://beautyblossom.kr/45,200,ko,749640,pages\kr\287b64dfff71d1ab.json,1,홍대 볼뉴머 | 홍대 볼뉴머리프팅 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대볼뉴머, 합정볼뉴머, 볼뉴머리프팅, 고주파리프팅, 볼륨리프팅, 볼탄력, 얼굴볼륨, 피부탄력, 홍대피부과",https://beautyblossom.kr/45,0,6,0
kr,https://beautyblossom.kr/47,200,ko,629150,pages\kr\1b518ca5384f3677.json,1,홍대 제모 | 홍대 레이저제모 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대제모, 홍대레이저제모, 합정제모, 여성제모, 겨드랑이제모, 팔제모, 다리제모, 얼굴제모, 전신제모, 홍대피부과",https://beautyblossom.kr/47,0,5,0
kr,https://beautyblossom.kr/48,200,ko,629865,pages\kr\c968717e34c64495.json,1,홍대 남자제모 | 홍대 수염제모 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대남자제모, 홍대수염제모, 합정남자제모, 남성제모, 수염제모, 가슴제모, 다리제모, 팔제모, 남자레이저제모, 홍대피부과",https://beautyblossom.kr/48,0,5,0
kr,https://beautyblossom.kr/50,200,ko,681124,pages\kr\b9670b1172b5dc18.json,1,홍대 바디슬림 | 홍대 체형관리 | 뷰티블라썸의원,"홍대입구역 9번출구, 합정역 3번출구, 홍대바디슬림, 홍대체형관리, 합정바디슬림, 바디라인, 지방관리, 복부비만, 허벅지살, 팔뚝살, 바디리프팅, 홍대피부과",https://beautyblossom.kr/50,0,3,0
